"age","workclass","education_num","marital_status","occupation","race","sex","hour_per_week","income"
51,"Government",15,"Single","Professional","White","Male",40,"<=50K"
31,"Private",13,"Single","Service","White","Male",60,"<=50K"
44,"Private",15,"Married","Professional","White","Male",29,">50K"
38,"Private",14,"Single","OfficeLabour","White","Female",50,">50K"
44,"Government",12,"Divorced","Service","White","Female",56,">50K"
44,"SelfEmployed",3,"Married","ManualLabour","White","Male",40,"<=50K"
38,"Private",9,"Married","ManualLabour","White","Male",44,"<=50K"
36,"Private",5,"Divorced","OfficeLabour","White","Female",40,"<=50K"
29,"Private",2,"Single","Service","White","Male",20,"<=50K"
46,"Private",12,"Divorced","Sales","White","Female",25,"<=50K"
47,"Private",9,"Married","OfficeLabour","White","Male",40,"<=50K"
30,"Private",9,"Married","ManualLabour","White","Male",40,">50K"
37,"Government",9,"Married","Service","White","Male",35,">50K"
27,"Private",13,"Single","OfficeLabour","White","Male",45,"<=50K"
43,"Private",9,"Divorced","ManualLabour","White","Female",50,"<=50K"
44,"SelfEmployed",15,"Married","Professional","White","Male",40,">50K"
31,"Private",10,"Single","OfficeLabour","White","Male",60,"<=50K"
34,"Private",13,"Married","OfficeLabour","White","Male",45,">50K"
39,"Private",13,"Single","Sales","White","Male",40,"<=50K"
36,"Private",10,"Divorced","ManualLabour","White","Female",40,"<=50K"
57,"Private",13,"Married","Professional","White","Male",40,">50K"
78,"Private",4,"Single","ManualLabour","White","Female",35,"<=50K"
24,"Private",10,"Married","ManualLabour","White","Male",40,"<=50K"
39,"Private",10,"Single","OfficeLabour","White","Female",40,"<=50K"
21,"Private",12,"Single","Sales","White","Male",40,"<=50K"
34,"Private",9,"Separated","OfficeLabour","White","Male",40,">50K"
22,"Private",10,"Single","Sales","White","Female",32,"<=50K"
36,"Private",10,"Divorced","OfficeLabour","White","Female",40,"<=50K"
61,"Private",10,"Married","Sales","White","Male",40,">50K"
42,"Private",10,"Separated","Service","Black","Female",21,"<=50K"
49,"Government",11,"Married","ManualLabour","Asian-Pac-Islander","Male",40,">50K"
58,"Private",11,"Married","ManualLabour","White","Male",40,"<=50K"
37,"Government",10,"Married","Service","White","Male",60,"<=50K"
39,"Private",9,"Single","Service","White","Male",44,"<=50K"
25,"Private",10,"Separated","OfficeLabour","Black","Female",40,"<=50K"
30,"Private",13,"Married","OfficeLabour","White","Male",40,"<=50K"
36,"SelfEmployed",9,"Married","ManualLabour","White","Male",40,"<=50K"
23,"Private",9,"Single","ManualLabour","White","Male",65,"<=50K"
51,"Private",10,"Married","OfficeLabour","Black","Female",35,"<=50K"
55,"Private",9,"Married","ManualLabour","White","Male",60,"<=50K"
35,"Private",13,"Single","Sales","White","Male",50,"<=50K"
45,"Government",14,"Married","OfficeLabour","White","Male",40,"<=50K"
36,"Private",13,"Married","Professional","White","Male",48,">50K"
32,"Government",9,"Married","ManualLabour","White","Male",40,"<=50K"
39,"Private",9,"Married","OfficeLabour","White","Male",55,"<=50K"
47,"SelfEmployed",10,"Married","ManualLabour","White","Male",40,"<=50K"
49,"Private",10,"Married","OfficeLabour","White","Male",45,">50K"
44,"Private",10,"Separated","ManualLabour","Black","Male",40,"<=50K"
36,"Private",10,"Married","OfficeLabour","White","Male",50,">50K"
40,"Private",10,"Divorced","ManualLabour","Black","Female",30,"<=50K"
17,"Private",6,"Single","Service","White","Female",6,"<=50K"
18,"Private",9,"Single","Sales","White","Female",38,"<=50K"
30,"SelfEmployed",10,"Married","OfficeLabour","White","Female",25,"<=50K"
66,"Private",9,"Widowed","Service","White","Female",50,"<=50K"
59,"Private",13,"Single","ManualLabour","White","Male",50,"<=50K"
30,"Government",9,"Married","OfficeLabour","Black","Male",40,"<=50K"
50,"Private",9,"Married","ManualLabour","White","Male",50,"<=50K"
24,"Private",9,"Single","Service","White","Female",25,"<=50K"
28,"Private",15,"Married","Professional","Asian-Pac-Islander","Male",99,"<=50K"
44,"Government",14,"Married","Professional","White","Female",40,">50K"
25,"Private",11,"Single","Professional","White","Male",40,"<=50K"
45,"Private",14,"Married","OfficeLabour","White","Male",50,">50K"
20,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
67,"Private",11,"Divorced","Professional","White","Female",40,"<=50K"
40,"SelfEmployed",15,"Married","Professional","White","Male",45,">50K"
52,"Government",9,"Married","OfficeLabour","White","Male",40,"<=50K"
34,"Private",16,"Single","Professional","White","Male",50,">50K"
37,"Government",12,"Married","Professional","White","Male",45,">50K"
17,"SelfEmployed",6,"Single","Service","White","Male",4,"<=50K"
25,"Private",11,"Married","Sales","White","Female",42,">50K"
35,"Government",13,"Divorced","Professional","White","Male",40,"<=50K"
63,"Private",14,"Divorced","OfficeLabour","White","Female",40,">50K"
38,"Government",10,"Single","OfficeLabour","Amer-Indian-Eskimo","Female",40,"<=50K"
33,"Private",13,"Married","OfficeLabour","White","Male",60,">50K"
51,"Government",14,"Married","Professional","White","Female",40,">50K"
64,"Government",16,"Married","Professional","White","Male",50,">50K"
50,"SelfEmployed",10,"Divorced","Service","White","Male",40,"<=50K"
18,"Private",6,"Single","ManualLabour","White","Male",56,"<=50K"
67,"Private",14,"Single","Professional","White","Male",99,"<=50K"
46,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
60,"SelfEmployed",13,"Married","ManualLabour","White","Male",50,"<=50K"
29,"Private",9,"Single","ManualLabour","White","Female",40,"<=50K"
30,"Private",10,"Single","Service","Black","Female",40,"<=50K"
56,"Government",16,"Married","Professional","Asian-Pac-Islander","Male",40,"<=50K"
29,"Private",9,"Married","ManualLabour","White","Female",40,">50K"
37,"Private",13,"Single","OfficeLabour","Black","Female",27,"<=50K"
55,"Private",2,"Divorced","Service","White","Female",30,"<=50K"
24,"Private",9,"Single","OfficeLabour","White","Female",30,"<=50K"
21,"Private",9,"Single","ManualLabour","White","Male",35,"<=50K"
46,"SelfEmployed",13,"Married","Sales","White","Male",70,">50K"
25,"Private",8,"Married","ManualLabour","Other","Male",40,"<=50K"
40,"Private",9,"Single","ManualLabour","White","Male",28,"<=50K"
23,"Private",10,"Separated","Sales","White","Female",40,"<=50K"
43,"SelfEmployed",10,"Single","ManualLabour","Black","Male",30,"<=50K"
29,"SelfEmployed",10,"Married","ManualLabour","Amer-Indian-Eskimo","Male",60,">50K"
59,"Private",6,"Widowed","Service","Asian-Pac-Islander","Female",40,"<=50K"
28,"Private",9,"Single","OfficeLabour","White","Male",32,"<=50K"
17,"Private",7,"Single","OfficeLabour","White","Female",15,"<=50K"
53,"Private",9,"Married","ManualLabour","White","Male",40,">50K"
22,"Private",3,"Single","Service","White","Female",40,"<=50K"
63,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
32,"Private",14,"Married","Sales","White","Female",45,">50K"
40,"Government",9,"Single","OfficeLabour","Black","Female",35,"<=50K"
61,"SelfEmployed",15,"Married","Professional","White","Male",50,">50K"
35,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
43,"SelfEmployed",13,"Married","OfficeLabour","Asian-Pac-Islander","Male",50,"<=50K"
48,"SelfEmployed",10,"Divorced","ManualLabour","White","Male",40,"<=50K"
56,"Government",13,"Widowed","Professional","White","Female",40,"<=50K"
51,"Government",9,"Married","OfficeLabour","White","Male",40,"<=50K"
34,"Private",10,"Single","ManualLabour","White","Male",40,"<=50K"
44,"Private",10,"Married","Sales","Asian-Pac-Islander","Male",40,">50K"
37,"Private",10,"Married","Sales","White","Male",44,">50K"
36,"Private",13,"Married","OfficeLabour","White","Male",40,">50K"
34,"Private",10,"Separated","ManualLabour","Other","Male",40,"<=50K"
23,"Private",10,"Single","Sales","White","Female",25,"<=50K"
63,"Government",14,"Divorced","Professional","White","Male",40,">50K"
47,"Government",14,"Married","OfficeLabour","White","Male",41,">50K"
55,"SelfEmployed",9,"Divorced","Sales","White","Female",50,">50K"
31,"Government",13,"Single","Service","Black","Male",48,"<=50K"
27,"Private",10,"Divorced","Service","White","Male",40,"<=50K"
58,"Private",13,"Divorced","OfficeLabour","White","Female",40,">50K"
28,"Government",10,"Married","Service","White","Male",48,"<=50K"
52,"Private",4,"Divorced","ManualLabour","White","Female",64,"<=50K"
31,"Government",9,"Married","OfficeLabour","Black","Male",50,"<=50K"
53,"Private",10,"Divorced","OfficeLabour","White","Female",38,"<=50K"
43,"Private",10,"Divorced","Service","White","Female",50,"<=50K"
43,"Government",9,"Married","ManualLabour","Black","Male",40,"<=50K"
50,"SelfEmployed",14,"Divorced","OfficeLabour","White","Male",80,">50K"
37,"Private",7,"Married","Service","White","Male",40,"<=50K"
26,"Private",9,"Divorced","ManualLabour","White","Male",40,"<=50K"
22,"Private",7,"Single","Sales","White","Female",40,"<=50K"
22,"Private",10,"Married","Sales","White","Male",55,"<=50K"
59,"Private",10,"Married","ManualLabour","White","Male",50,">50K"
30,"Private",10,"Married","ManualLabour","White","Male",40,"<=50K"
24,"Private",9,"Separated","Service","White","Female",55,"<=50K"
30,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
50,"Government",13,"Divorced","Service","White","Male",40,">50K"
38,"Private",8,"Married","Service","White","Male",40,"<=50K"
29,"Private",9,"Married","OfficeLabour","White","Male",40,"<=50K"
76,"Private",9,"Married","Sales","White","Male",24,"<=50K"
21,"Private",11,"Single","ManualLabour","White","Male",40,"<=50K"
65,"Private",10,"Widowed","Service","White","Female",24,"<=50K"
43,"Private",9,"Married","OfficeLabour","White","Male",45,">50K"
29,"Private",13,"Married","Professional","White","Female",24,"<=50K"
32,"Private",13,"Single","Sales","White","Male",45,"<=50K"
37,"Private",12,"Married","OfficeLabour","White","Male",65,">50K"
64,"Private",9,"Married","OfficeLabour","White","Male",16,"<=50K"
49,"Private",10,"Married","ManualLabour","White","Male",40,">50K"
44,"Private",13,"Married","OfficeLabour","White","Male",40,">50K"
34,"Private",13,"Married","OfficeLabour","White","Male",40,">50K"
35,"Private",10,"Married","OfficeLabour","White","Male",36,"<=50K"
53,"Private",10,"Divorced","OfficeLabour","White","Female",43,"<=50K"
24,"Private",11,"Single","Sales","Asian-Pac-Islander","Male",50,"<=50K"
31,"Private",10,"Divorced","OfficeLabour","White","Female",40,"<=50K"
25,"Private",10,"Married","ManualLabour","White","Male",38,"<=50K"
36,"Private",9,"Married","ManualLabour","White","Male",45,"<=50K"
29,"Private",10,"Single","Sales","White","Male",60,"<=50K"
37,"Private",9,"Married","ManualLabour","White","Male",50,">50K"
42,"SelfEmployed",16,"Single","Professional","White","Female",45,"<=50K"
30,"Private",9,"Divorced","ManualLabour","White","Female",40,"<=50K"
32,"SelfEmployed",10,"Single","OfficeLabour","White","Male",70,"<=50K"
47,"SelfEmployed",13,"Single","OfficeLabour","Black","Male",45,">50K"
44,"Private",9,"Divorced","ManualLabour","White","Male",40,">50K"
19,"Private",9,"Single","Sales","White","Male",40,"<=50K"
22,"Private",9,"Married","OfficeLabour","White","Male",48,"<=50K"
51,"Private",5,"Married","ManualLabour","White","Male",50,">50K"
69,"Private",9,"Married","ManualLabour","White","Male",16,"<=50K"
33,"SelfEmployed",9,"Single","Professional","White","Male",40,"<=50K"
22,"Government",10,"Single","OfficeLabour","White","Female",55,"<=50K"
33,"Private",13,"Single","Service","White","Female",45,">50K"
20,"Government",10,"Single","OfficeLabour","White","Female",40,"<=50K"
28,"SelfEmployed",10,"Married","ManualLabour","White","Male",40,"<=50K"
25,"Private",9,"Single","ManualLabour","White","Female",40,"<=50K"
27,"Private",9,"Single","Service","White","Male",48,"<=50K"
22,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
67,"SelfEmployed",9,"Married","ManualLabour","White","Male",35,"<=50K"
31,"SelfEmployed",9,"Married","OfficeLabour","White","Male",40,"<=50K"
43,"Government",15,"Married","Professional","Asian-Pac-Islander","Male",50,">50K"
33,"Private",13,"Single","Professional","White","Female",40,"<=50K"
37,"SelfEmployed",9,"Married","Professional","White","Female",35,">50K"
27,"Private",9,"Married","ManualLabour","Black","Male",60,"<=50K"
36,"Private",10,"Single","ManualLabour","White","Male",40,"<=50K"
33,"Private",12,"Divorced","Sales","White","Female",45,"<=50K"
63,"Private",13,"Married","Sales","White","Male",40,">50K"
48,"Private",13,"Divorced","Service","White","Female",56,">50K"
25,"Private",9,"Single","ManualLabour","White","Male",45,"<=50K"
41,"SelfEmployed",9,"Married","Service","White","Male",10,"<=50K"
26,"Private",9,"Single","Service","White","Male",40,"<=50K"
23,"Private",10,"Single","OfficeLabour","Black","Female",40,"<=50K"
33,"Government",9,"Single","Service","Black","Female",40,"<=50K"
30,"Government",14,"Married","Professional","Asian-Pac-Islander","Male",17,"<=50K"
67,"SelfEmployed",9,"Widowed","Service","White","Female",20,"<=50K"
32,"Private",9,"Married","Sales","White","Male",55,">50K"
48,"SelfEmployed",9,"Divorced","ManualLabour","White","Male",60,">50K"
51,"Private",9,"Widowed","Service","White","Female",24,"<=50K"
39,"Private",14,"Single","Sales","Asian-Pac-Islander","Male",40,"<=50K"
40,"SelfEmployed",13,"Married","Professional","White","Male",60,"<=50K"
40,"Private",9,"Married","ManualLabour","Black","Male",40,">50K"
19,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
28,"Private",9,"Divorced","ManualLabour","White","Female",36,"<=50K"
47,"Private",13,"Married","Professional","White","Male",60,">50K"
20,"Private",10,"Single","Professional","White","Female",20,"<=50K"
41,"Private",9,"Widowed","OfficeLabour","White","Male",40,"<=50K"
29,"Private",10,"Married","Service","Amer-Indian-Eskimo","Female",40,"<=50K"
40,"Private",13,"Married","OfficeLabour","White","Male",50,">50K"
61,"Private",9,"Widowed","OfficeLabour","White","Female",40,"<=50K"
25,"Private",7,"Single","ManualLabour","White","Male",40,"<=50K"
26,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
43,"Private",13,"Single","OfficeLabour","White","Female",40,"<=50K"
17,"Private",4,"Single","ManualLabour","White","Male",45,"<=50K"
43,"Government",14,"Divorced","Professional","Black","Female",40,">50K"
73,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
46,"Government",10,"Divorced","ManualLabour","White","Female",40,"<=50K"
19,"Private",10,"Single","Service","White","Male",20,"<=50K"
37,"Private",9,"Divorced","ManualLabour","White","Male",40,"<=50K"
26,"Private",10,"Married","OfficeLabour","White","Male",40,"<=50K"
47,"Private",9,"Divorced","Sales","White","Male",40,"<=50K"
47,"Government",14,"Single","Professional","White","Male",40,"<=50K"
29,"Private",13,"Single","Professional","White","Male",40,"<=50K"
29,"Private",9,"Single","OfficeLabour","White","Female",40,"<=50K"
33,"Private",13,"Married","OfficeLabour","White","Male",55,"<=50K"
20,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
28,"Private",6,"Married","ManualLabour","Other","Female",48,"<=50K"
41,"Government",14,"Married","Professional","White","Male",40,"<=50K"
43,"Private",13,"Married","Sales","White","Male",50,"<=50K"
35,"Private",5,"Married","ManualLabour","White","Male",46,"<=50K"
18,"Private",8,"Single","Service","White","Female",25,"<=50K"
55,"Government",10,"Divorced","OfficeLabour","White","Male",40,"<=50K"
44,"Private",9,"Divorced","ManualLabour","Black","Female",40,"<=50K"
64,"Private",9,"Widowed","Service","White","Female",15,"<=50K"
34,"SelfEmployed",11,"Married","ManualLabour","White","Male",75,"<=50K"
38,"Private",10,"Married","Sales","White","Male",60,">50K"
25,"Private",9,"Single","Service","White","Female",8,"<=50K"
21,"Private",10,"Single","ManualLabour","Black","Male",40,"<=50K"
37,"Private",2,"Married","Service","White","Male",53,"<=50K"
39,"Private",10,"Divorced","Sales","White","Female",40,"<=50K"
34,"Private",10,"Divorced","OfficeLabour","White","Female",50,"<=50K"
23,"Private",13,"Single","OfficeLabour","White","Female",45,"<=50K"
54,"Private",10,"Married","ManualLabour","White","Male",40,">50K"
49,"SelfEmployed",14,"Separated","OfficeLabour","White","Male",70,">50K"
25,"Private",9,"Married","OfficeLabour","White","Female",40,"<=50K"
51,"Private",12,"Married","Sales","White","Male",50,"<=50K"
29,"Private",9,"Single","ManualLabour","White","Male",35,"<=50K"
27,"Government",13,"Married","Service","Black","Female",48,"<=50K"
53,"Private",9,"Married","Service","White","Female",40,"<=50K"
68,"Private",13,"Married","Professional","White","Male",55,">50K"
56,"Private",9,"Married","Sales","White","Male",40,">50K"
24,"Private",9,"Divorced","Sales","Amer-Indian-Eskimo","Female",48,"<=50K"
24,"Private",10,"Single","Sales","White","Female",40,"<=50K"
41,"Government",14,"Married","OfficeLabour","White","Male",55,"<=50K"
45,"Private",9,"Single","Sales","White","Female",19,"<=50K"
35,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
21,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
45,"Private",7,"Separated","OfficeLabour","Black","Female",25,"<=50K"
18,"Private",7,"Single","Sales","White","Female",30,"<=50K"
49,"Private",13,"Single","Service","White","Male",25,"<=50K"
49,"Private",11,"Separated","Professional","White","Female",36,"<=50K"
45,"Government",13,"Married","Professional","White","Male",37,"<=50K"
27,"Private",9,"Single","ManualLabour","Asian-Pac-Islander","Male",40,"<=50K"
28,"Private",10,"Married","OfficeLabour","Asian-Pac-Islander","Male",40,"<=50K"
35,"Private",13,"Married","Professional","White","Male",45,">50K"
33,"Private",10,"Single","ManualLabour","White","Male",40,"<=50K"
35,"Private",7,"Married","Sales","White","Male",35,"<=50K"
19,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
33,"Private",10,"Single","Service","White","Female",28,"<=50K"
28,"Private",9,"Divorced","Sales","Amer-Indian-Eskimo","Male",40,">50K"
49,"Private",10,"Married","OfficeLabour","White","Female",40,"<=50K"
39,"SelfEmployed",10,"Married","Professional","White","Male",25,"<=50K"
22,"Private",9,"Separated","OfficeLabour","White","Female",40,"<=50K"
42,"Private",6,"Married","ManualLabour","White","Male",40,"<=50K"
22,"Private",10,"Single","OfficeLabour","White","Male",40,"<=50K"
18,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
49,"Government",5,"Widowed","ManualLabour","White","Male",40,">50K"
33,"SelfEmployed",16,"Married","Professional","White","Male",40,">50K"
28,"Private",9,"Married","ManualLabour","White","Male",45,"<=50K"
42,"Private",4,"Married","Professional","White","Male",35,"<=50K"
20,"Private",10,"Single","Service","White","Male",25,"<=50K"
50,"Government",10,"Married","Service","White","Male",48,"<=50K"
32,"Private",10,"Married","OfficeLabour","White","Male",40,">50K"
31,"Government",9,"Separated","ManualLabour","White","Female",40,"<=50K"
29,"Private",11,"Single","Service","Black","Male",40,"<=50K"
46,"Government",10,"Married","Service","White","Male",40,"<=50K"
32,"SelfEmployed",16,"Single","Professional","White","Male",77,"<=50K"
61,"Private",9,"Widowed","OfficeLabour","White","Female",24,"<=50K"
43,"SelfEmployed",7,"Married","ManualLabour","White","Male",55,"<=50K"
35,"Private",9,"Single","ManualLabour","White","Female",40,"<=50K"
39,"Government",13,"Married","Professional","White","Male",40,"<=50K"
42,"SelfEmployed",10,"Married","ManualLabour","White","Male",60,"<=50K"
23,"Private",13,"Single","Professional","White","Female",40,"<=50K"
32,"Private",13,"Married","Sales","White","Male",45,"<=50K"
52,"Private",9,"Married","ManualLabour","White","Male",85,">50K"
36,"Private",12,"Married","Service","White","Male",40,">50K"
50,"Private",9,"Widowed","Sales","White","Female",72,">50K"
71,"Private",15,"Married","Professional","White","Male",12,">50K"
27,"Private",9,"Single","Service","Black","Female",30,"<=50K"
56,"Private",9,"Married","ManualLabour","White","Male",60,"<=50K"
28,"SelfEmployed",10,"Single","Professional","White","Male",40,"<=50K"
45,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
28,"Private",9,"Married","ManualLabour","White","Female",40,"<=50K"
28,"Government",10,"Married","Service","White","Male",40,"<=50K"
18,"Private",10,"Single","ManualLabour","White","Female",15,"<=50K"
62,"Private",4,"Divorced","ManualLabour","White","Male",40,"<=50K"
35,"Private",8,"Separated","ManualLabour","White","Female",40,"<=50K"
39,"Private",6,"Married","ManualLabour","White","Male",60,"<=50K"
24,"Private",10,"Single","OfficeLabour","Black","Male",20,"<=50K"
58,"Private",5,"Divorced","ManualLabour","Black","Male",40,"<=50K"
48,"Private",9,"Divorced","Sales","White","Male",40,"<=50K"
57,"Private",13,"Married","OfficeLabour","White","Male",50,">50K"
31,"Private",13,"Married","Sales","White","Male",60,"<=50K"
25,"Private",9,"Married","Sales","White","Male",40,"<=50K"
34,"Private",13,"Married","Professional","White","Female",36,">50K"
29,"SelfEmployed",4,"Married","ManualLabour","White","Male",72,"<=50K"
38,"Private",12,"Divorced","OfficeLabour","Black","Female",40,"<=50K"
21,"Private",10,"Single","Service","White","Female",40,"<=50K"
34,"SelfEmployed",9,"Married","ManualLabour","White","Male",70,"<=50K"
50,"Private",13,"Single","Sales","White","Female",32,"<=50K"
50,"Private",9,"Divorced","Professional","Black","Female",40,"<=50K"
49,"Government",11,"Divorced","OfficeLabour","Black","Female",45,"<=50K"
30,"Private",13,"Single","Professional","White","Male",70,"<=50K"
29,"Government",14,"Married","Professional","Asian-Pac-Islander","Male",20,"<=50K"
22,"Government",10,"Single","OfficeLabour","Other","Male",20,"<=50K"
42,"Private",9,"Married","ManualLabour","White","Male",50,"<=50K"
31,"Private",10,"Divorced","Service","White","Female",48,"<=50K"
42,"SelfEmployed",13,"Married","Professional","White","Male",21,"<=50K"
20,"Private",10,"Single","Service","White","Male",20,"<=50K"
50,"Private",6,"Married","ManualLabour","White","Male",40,">50K"
27,"SelfEmployed",5,"Single","ManualLabour","White","Male",40,"<=50K"
26,"Private",7,"Single","Service","White","Male",40,"<=50K"
20,"Private",10,"Single","Service","White","Male",40,"<=50K"
51,"Private",10,"Married","ManualLabour","White","Male",40,">50K"
52,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
33,"Private",9,"Divorced","OfficeLabour","White","Male",38,"<=50K"
31,"Private",13,"Married","OfficeLabour","Asian-Pac-Islander","Male",60,"<=50K"
24,"Private",10,"Married","Service","White","Female",40,"<=50K"
56,"Private",13,"Married","ManualLabour","White","Male",40,"<=50K"
29,"Private",7,"Married","ManualLabour","White","Male",50,"<=50K"
18,"Private",9,"Single","Sales","White","Female",30,"<=50K"
43,"Private",10,"Married","ManualLabour","Black","Male",50,"<=50K"
43,"Government",16,"Married","Professional","White","Male",64,">50K"
21,"Private",9,"Married","OfficeLabour","White","Male",40,"<=50K"
51,"Private",9,"Married","OfficeLabour","White","Female",40,"<=50K"
41,"Private",10,"Married","ManualLabour","White","Male",65,">50K"
45,"Government",10,"Married","Professional","White","Male",40,">50K"
20,"Private",9,"Single","Service","White","Female",30,"<=50K"
28,"Private",13,"Married","OfficeLabour","White","Female",60,">50K"
50,"Government",14,"Married","Professional","White","Female",40,">50K"
47,"Private",13,"Divorced","ManualLabour","White","Male",40,"<=50K"
80,"SelfEmployed",4,"Widowed","ManualLabour","White","Male",35,"<=50K"
47,"SelfEmployed",9,"Married","OfficeLabour","White","Female",35,"<=50K"
45,"Private",9,"Married","Sales","White","Male",50,"<=50K"
17,"Private",7,"Single","ManualLabour","White","Male",12,"<=50K"
37,"Private",9,"Married","ManualLabour","White","Male",50,"<=50K"
27,"Private",10,"Single","ManualLabour","White","Female",40,"<=50K"
17,"Private",8,"Single","Service","White","Male",16,"<=50K"
18,"SelfEmployed",9,"Single","ManualLabour","White","Male",40,"<=50K"
57,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
26,"Private",9,"Separated","OfficeLabour","White","Female",40,"<=50K"
26,"Private",14,"Single","OfficeLabour","White","Female",40,"<=50K"
36,"SelfEmployed",13,"Married","Professional","White","Male",45,">50K"
51,"Private",9,"Married","ManualLabour","White","Male",80,">50K"
38,"Private",10,"Single","Service","White","Male",40,"<=50K"
51,"Private",9,"Single","ManualLabour","White","Male",40,">50K"
24,"Private",7,"Single","ManualLabour","White","Male",40,"<=50K"
35,"Private",9,"Divorced","ManualLabour","White","Male",65,"<=50K"
51,"SelfEmployed",13,"Married","OfficeLabour","White","Male",40,">50K"
28,"Private",13,"Married","OfficeLabour","White","Male",40,">50K"
37,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
43,"Private",9,"Married","OfficeLabour","White","Male",40,"<=50K"
23,"Private",9,"Single","ManualLabour","White","Male",30,"<=50K"
42,"Private",13,"Married","Sales","White","Female",40,"<=50K"
58,"Private",10,"Married","OfficeLabour","White","Female",40,">50K"
52,"Government",9,"Married","Service","Black","Female",20,"<=50K"
29,"Private",9,"Divorced","Sales","Amer-Indian-Eskimo","Female",50,"<=50K"
27,"Private",10,"Married","ManualLabour","White","Male",60,"<=50K"
28,"Private",10,"Single","OfficeLabour","Black","Female",40,"<=50K"
59,"Private",12,"Married","ManualLabour","White","Male",20,">50K"
28,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
24,"Private",10,"Single","ManualLabour","White","Male",40,"<=50K"
20,"Private",6,"Married","ManualLabour","White","Male",40,"<=50K"
54,"Private",13,"Married","OfficeLabour","White","Male",40,">50K"
65,"Private",9,"Divorced","Service","White","Male",25,"<=50K"
38,"Private",10,"Married","ManualLabour","White","Male",40,">50K"
29,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
27,"Private",9,"Single","OfficeLabour","Black","Female",40,"<=50K"
36,"Private",14,"Married","Service","White","Male",40,"<=50K"
55,"Government",9,"Married","Service","White","Male",40,"<=50K"
22,"Private",3,"Single","ManualLabour","White","Male",30,"<=50K"
28,"Private",13,"Single","Professional","White","Female",40,"<=50K"
20,"Private",10,"Single","Sales","White","Female",30,"<=50K"
24,"Private",13,"Married","Professional","White","Male",40,"<=50K"
36,"Private",14,"Married","OfficeLabour","White","Male",50,">50K"
68,"SelfEmployed",9,"Married","Sales","White","Male",40,"<=50K"
49,"SelfEmployed",9,"Divorced","Sales","White","Male",50,">50K"
18,"Private",4,"Single","ManualLabour","White","Male",40,"<=50K"
50,"SelfEmployed",16,"Divorced","Professional","White","Female",60,">50K"
37,"Private",8,"Separated","Service","Black","Female",40,"<=50K"
60,"Private",14,"Married","OfficeLabour","White","Male",50,">50K"
43,"Private",10,"Married","ManualLabour","White","Male",40,"<=50K"
43,"SelfEmployed",16,"Married","Professional","White","Female",70,">50K"
17,"Private",7,"Single","Service","White","Female",9,"<=50K"
43,"Private",10,"Single","OfficeLabour","White","Female",50,"<=50K"
21,"SelfEmployed",10,"Single","OfficeLabour","White","Female",15,"<=50K"
48,"SelfEmployed",10,"Married","ManualLabour","White","Male",60,">50K"
56,"Private",13,"Single","OfficeLabour","White","Male",45,">50K"
21,"Private",12,"Single","Service","White","Female",30,"<=50K"
28,"Government",12,"Married","Service","Asian-Pac-Islander","Male",40,">50K"
39,"SelfEmployed",9,"Married","ManualLabour","White","Male",40,">50K"
40,"Private",4,"Married","Sales","White","Male",40,"<=50K"
38,"Government",12,"Single","Professional","White","Male",40,"<=50K"
59,"Private",10,"Married","Professional","White","Male",36,">50K"
51,"Government",9,"Married","Service","White","Male",40,"<=50K"
19,"Private",9,"Single","ManualLabour","White","Male",16,"<=50K"
23,"Private",9,"Single","ManualLabour","White","Female",40,"<=50K"
31,"Private",13,"Divorced","Professional","White","Female",40,"<=50K"
42,"Private",12,"Married","Professional","Black","Male",40,"<=50K"
43,"Private",9,"Married","ManualLabour","White","Male",40,">50K"
45,"Private",10,"Married","ManualLabour","White","Male",55,">50K"
34,"Private",10,"Married","ManualLabour","White","Male",35,"<=50K"
21,"Private",9,"Single","ManualLabour","White","Male",30,"<=50K"
34,"Private",10,"Married","OfficeLabour","White","Male",40,">50K"
55,"SelfEmployed",10,"Married","Sales","White","Male",40,">50K"
30,"Private",11,"Single","Professional","White","Female",40,"<=50K"
29,"Private",9,"Married","ManualLabour","White","Male",48,"<=50K"
19,"Private",10,"Single","OfficeLabour","White","Female",20,"<=50K"
